person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Dariana Suciu,darianasuciu,darianasuciu@141.ro,2611112075006,1919-02-14,"Bulevardul Ionescu Nr. 972 Bl. 11  Sc. 13 Ap. 750, Botosani, 948899",0253 209 779,12:06:2f:63:9b:95,1.101.151.215,RO69KXND5561272125560844,2025-07-02 13:11:30,5471,375,771,1760869,ac06531a-812c-4a41-a837-3bfdd84f42e1
Rareș Ardelean,rareșardelean,rareșardelean@zzup.ro,4320719070819,1971-12-21,"Drumul Dorel Eftimie Nr. 678, Corund, 216365",0752 747 095,2e:9c:96:66:16:4a,62.65.167.3,RO06CQDR5653173781247236,2025-07-02 13:11:30,5294,480,648,1333356,18fc1684-b58b-4173-8d7b-65919a369fb8
Teona Dobre,teonadobre,teonadobre@zzup.ro,4370817254414,1970-02-01,"Strada Diaconu Nr. 72 Bl. 78  Sc. 91 Ap. 693, Odobesti, 849589",0238 244 217,00:e1:c6:64:57:90,8.77.216.253,RO09OQCQ2206460091483157,2025-07-02 13:11:30,15115,47,653,1730117,1d19baef-270f-4fdc-a8f3-918117340435
Paulina Marin,paulinamarin,paulinamarin@zzup.ro,2870812195757,1964-06-29,"Strada Florea, Comanesti, 932514",0251 425 762,2c:e1:83:60:70:3d,218.224.246.158,RO06AQCV1617996678558944,2025-07-02 13:11:30,30638,885,314,479987,0fb1f0cd-d3f7-4713-bb91-9e4fadf2691a
Sorina Ioniță,sorinaioniță,sorinaioniță@zzup.ro,8830609209141,1955-02-15,"Aleea Marin Nr. 31 Bl. 36  Sc. 87 Ap. 321, Oradea, 852015",0235 362 799,90:8b:10:a2:7b:8d,145.107.173.201,RO03ZUOC2659450142812958,2025-07-02 13:11:30,3546,454,735,21761,d7af17ab-508b-4f41-8d07-c35490677d76
Norbert Dima,norbertdima,norbertdima@post.ro,1770614298028,2016-07-03,"Bulevardul Lelia Oprea Nr. 67, Oravita, 898856",0255 934 246,da:19:85:fe:16:79,16.54.103.0,RO76LTGD2513734343760896,2025-07-02 13:11:30,8705,433,432,1015070,3e408cd7-7e85-4f2e-8025-42cbe264f98f
Saveta Mocanu,savetamocanu,savetamocanu@email.ro,4900625100938,1918-05-18,"Bulevardul Fabiana Stancu, Navodari, 783527",0785 950 885,a4:f9:83:b6:c2:05,196.236.129.3,RO08ERNY7116215232098989,2025-07-02 13:11:30,34070,42,38,1567424,e8781351-4fb2-4cf8-b0e1-ea5049d43780
Mălina Florea,mălinaflorea,mălinaflorea@post.ro,7920409376394,1979-04-18,"Drumul Diaconu Nr. 37, Constanta, 669572",0241 992 321,62:90:b3:c1:40:cf,42.152.222.229,RO62JCEW8638677195383814,2025-07-02 13:11:30,15220,671,647,1310142,b5c06dea-ffad-452d-a239-12229f6ede70
Vincențiu Albu,vincențiualbu,vincențiualbu@post.ro,6940606063412,2006-09-29,"Intrarea Dima, Toflea, 163165",0744 287 486,42:85:9d:7b:d9:ca,139.51.89.238,RO30YTTY7633906955914740,2025-07-02 13:11:30,7394,48,275,1908747,d3d83ad4-96bf-40cf-9087-ec67e7a0c4c1
Heracleea Aanei,heracleeaaanei,heracleeaaanei@zzup.ro,4600801518467,1928-03-20,"Bulevardul Oprea, Targu Frumos, 477140",0727 676 973,ae:7a:b5:dc:8c:d8,16.100.44.188,RO07VPQW7082905970717081,2025-07-02 13:11:30,20846,424,152,1667240,3bf96ac8-a0b9-441a-912d-239e3774830e
Marius Dinu,mariusdinu,mariusdinu@email.ro,7441007036135,1918-06-27,"Soseaua Gențiana Dobre Nr. 62, Brad, 275671",0724 067 491,b2:6f:b2:05:18:bf,214.223.48.116,RO69POJS6247272118560253,2025-07-02 13:11:30,4408,812,413,201221,8d15f23d-4330-4904-a149-445a2d426e75
Brândușa Florea,brândușaflorea,brândușaflorea@gmail.com,8500124141341,2007-08-07,"Soseaua Cantemir Gheorghiu, Remetea, 310979",0237 453 260,08:03:ae:b8:43:02,68.165.29.64,RO62GDGS5481054225094083,2025-07-02 13:11:30,2612,63,205,1908562,9b20db34-6448-4b2f-bf7b-19474e76948b
Iolanda Nemeș,iolandanemeș,iolandanemeș@kappa.ro,7520410458908,1941-07-06,"Bulevardul Jean Georgescu Nr. 720, Darmanesti, 348526",0711 207 724,18:3b:58:24:8e:9e,182.134.228.222,RO19UBFV7747018719979300,2025-07-02 13:11:30,24765,615,308,797362,f29bb2b3-2eb5-4a2c-a96b-5fe01b0484a8
Anda Ioniță,andaioniță,andaioniță@post.ro,7571022151627,1999-07-25,"Strada Ababei Nr. 18 Bl. 88  Sc. 81 Ap. 724, Tufesti, 357212",0721 751 356,ac:53:57:b3:0a:5c,6.87.195.199,RO66OLDJ0181467620412818,2025-07-02 13:11:30,4383,624,211,1102661,2feea451-a965-4543-9f6e-ff738eab824d
Roxana Pop,roxanapop,roxanapop@gmail.com,1200225357747,1982-07-19,"Soseaua Cristea Nr. 236, Apahida, 536036",0251 783 638,62:d3:d8:70:e7:60,99.218.145.173,RO05AYOH2658344813287292,2025-07-02 13:11:30,14204,524,631,1855091,427b76a6-653a-47d3-9949-ddec16f4b95e
Ștefania Stancu,ștefaniastancu,ștefaniastancu@gmail.com,6160403346492,2016-01-19,"Drumul Dima, Hateg, 348556",0266 642 545,48:60:f0:e2:4a:3f,5.164.39.222,RO02YRNB2891331751791896,2025-07-02 13:11:30,20360,829,300,630971,c447a8fd-be4d-4ddd-b949-f26cd4c9fe36
Dacian Tudor,daciantudor,daciantudor@email.ro,4710613182803,1913-01-27,"Bulevardul Niță, Campia Turzii, 399952",0771 993 383,c2:31:fd:05:5b:b8,82.219.60.79,RO07FXEE1384648900918385,2025-07-02 13:11:30,874,641,185,469922,d1a9b3fa-aae0-4f2a-bbff-80645db587d7
Alida Dumitrescu,alidadumitrescu,alidadumitrescu@gmail.com,2900223035420,1916-06-09,"Strada Stoica Nr. 549 Bl. 84  Sc. 15 Ap. 986, Ramnicu Valcea, 525701",0740 533 541,94:b4:1b:d9:a1:50,23.26.8.141,RO92DXPM8603032561806125,2025-07-02 13:11:30,9958,600,780,1722986,f30e1e08-414d-4077-a585-b3bab2ce94a8
Steliana Stancu,stelianastancu,stelianastancu@kappa.ro,4550211052698,1933-03-18,"Aleea Silviana Popescu Nr. 35, Harsova, 903822",0267 717 270,e0:cf:c5:33:2d:a4,203.205.2.176,RO86GYWZ6199415305009953,2025-07-02 13:11:30,21860,914,160,1450718,924e107f-6c18-4c0e-89ea-9f0049b4161b
Tatiana Popescu,tatianapopescu,tatianapopescu@kappa.ro,4760809341472,1942-10-03,"Bulevardul Tabacu, Greci, 218802",0724 124 212,0c:70:34:c9:08:d3,216.245.182.170,RO36VWRX7511118591056900,2025-07-02 13:11:30,34240,753,430,1734221,a5c5384a-e721-4945-bc38-a50db656c078
Ruxandra Mazilescu,ruxandramazilescu,ruxandramazilescu@acasa.ro,4651104339899,1947-07-30,"Intrarea Ene Nr. 521 Bl. 81  Sc. 67 Ap. 345, Negresti-Oas, 312331",0762 737 863,d0:84:f7:c3:d9:39,38.180.67.196,RO80ZVRU5242644482194449,2025-07-02 13:11:30,20170,411,353,998590,8d1e1377-fa2e-4a04-a6e6-415c697b995b
Emil Diaconu,emildiaconu,emildiaconu@zzup.ro,7491127081533,2009-07-20,"Strada Tabacu Nr. 449, Drobeta-Turnu Severin, 662215",0268 890 936,c6:d4:a2:f4:a3:76,100.46.18.94,RO27FVSX2943724660692895,2025-07-02 13:11:30,1408,157,269,488013,40d2792a-a39d-4b4f-a64c-e67ef631e227
Ionică Dochioiu,ionicădochioiu,ionicădochioiu@141.ro,8150719218965,1923-08-30,"Strada Nistor Nr. 926, Valea Mare (Negresti), 726027",0727 388 952,5e:9d:da:0d:47:9d,172.168.1.55,RO62VZQF9048063681947971,2025-07-02 13:11:30,5007,889,219,1950824,6407a808-83d7-444e-afc9-18f94f3f05d6
Alexandru Nistor,alexandrunistor,alexandrunistor@zzup.ro,5160907113485,1931-07-30,"Soseaua Gheorghiu Nr. 33, Curtea de Arges, 783324",0262 302 812,46:03:35:68:16:f0,197.168.227.119,RO10IPWL0193344862788866,2025-07-02 13:11:30,17673,753,503,1620330,c7781f37-0900-493c-8fea-867589720c66
Leana Dima,leanadima,leanadima@kappa.ro,8710815318714,2001-06-28,"Soseaua Severin Nistor, Raducaneni, 303849",0261 570 435,3a:ab:b6:c5:e7:0c,102.43.24.137,RO37YIQV7788744287333465,2025-07-02 13:11:30,26665,811,107,1897856,7e124615-2a03-48ed-9178-addfa7b5fca4
Doru Aanei,doruaanei,doruaanei@email.ro,5230220369156,1913-12-28,"Aleea Suciu, Drobeta-Turnu Severin, 969506",0771 955 050,2a:af:de:f3:3d:d0,207.129.165.51,RO11AFDW1475140288790734,2025-07-02 13:11:30,1510,523,581,1819832,9d5de3b0-b46c-4801-9cfb-3430333749d4
Emanuela Stancu,emanuelastancu,emanuelastancu@email.ro,7460701510698,1991-02-18,"Strada Pop Nr. 605, Braila, 945353",0254 721 077,f8:1a:b9:10:1c:db,5.13.78.248,RO36BDSH7373338421876657,2025-07-02 13:11:30,7374,347,368,1260070,d523cb81-2a2d-404a-85d5-ec2fadb876e3
Luca Aanei,lucaaanei,lucaaanei@acasa.ro,4181226050642,1951-08-04,"Drumul Oprea Nr. 37, Maieru, 439770",0728 132 416,de:42:41:69:7c:bd,26.231.59.159,RO23PSDN8937459765805080,2025-07-02 13:11:30,10911,646,143,1667555,a86a6505-1f1d-4134-a6c8-8a7598909db5
Crin Albu,crinalbu,crinalbu@email.ro,2190829327511,1968-01-19,"Drumul Dobre Nr. 82 Bl. 92  Sc. 43 Ap. 452, Boldesti-Scaeni, 841226",0754 984 482,54:39:b2:4d:d3:d8,94.85.117.66,RO59EBOD4756303999752986,2025-07-02 13:11:30,5400,83,645,966295,6dd377dc-484b-4b97-8ecf-c7370c451b1a
Bucur Stănescu,bucurstănescu,bucurstănescu@gmail.com,7871111431321,1940-04-06,"Aleea Aleodor Nemeș, Oradea, 289175",0731 150 347,c4:e4:69:9d:eb:0b,44.156.107.53,RO35NMDX2523739205229320,2025-07-02 13:11:30,4294,761,740,45937,d0e675be-1ec3-48f2-a693-72aea3c40e5a
Niculina Stănescu,niculinastănescu,niculinastănescu@zzup.ro,1290224429496,2004-08-25,"Bulevardul Ardelean Nr. 234 Bl. 74  Sc. 53 Ap. 702, Podu Iloaiei, 175486",0743 672 469,12:59:54:e4:71:03,187.121.177.134,RO61UGSA4093423318581416,2025-07-02 13:11:30,14343,803,77,413975,48b171fb-9d5f-4e04-a373-3be6be74a5be
Horia Eftimie,horiaeftimie,horiaeftimie@zzup.ro,6520229177692,2006-02-16,"Intrarea Mazilescu Nr. 76 Bl. 83  Sc. 66 Ap. 633, Horodnic de Sus, 721206",0721 091 540,90:98:ae:67:34:74,179.113.56.131,RO76JNZJ6493014851158544,2025-07-02 13:11:30,26318,46,104,740205,41719479-63f8-47ae-bdbd-1a8e5808ad7c
Cristobal Popescu,cristobalpopescu,cristobalpopescu@kappa.ro,3090625037297,1936-03-22,"Drumul Leontina Dumitrescu Nr. 543 Bl. 67  Sc. 25 Ap. 658, Baraolt, 145986",0765 268 165,fc:a5:2d:e3:86:aa,67.221.47.244,RO43OSKG7885037197186015,2025-07-02 13:11:30,25605,546,527,23979,1f241c7f-afc6-42b7-bdfa-2c25007bc971
Mihai Gheorghiu,mihaigheorghiu,mihaigheorghiu@acasa.ro,1940805293582,2011-12-04,"Bulevardul Jana Pop Nr. 222 Bl. 52  Sc. 25 Ap. 661, Poiana Mare, 299421",0267 812 949,6a:fa:4e:8e:ac:8e,108.78.110.176,RO71CCPF2056975441382336,2025-07-02 13:11:30,691,701,655,1061203,d063935e-19e4-4bbf-93d3-5195a0ee437b
Nicuță Popa,nicuțăpopa,nicuțăpopa@email.ro,5871223108418,1980-08-25,"Intrarea Mocanu, Chitila, 113399",0266 190 237,48:37:6a:81:f0:4c,193.106.245.200,RO56KSKL6143911324100719,2025-07-02 13:11:30,4951,630,316,78050,22ea9181-ef39-46c6-859d-73703996e443
Leonard Tomescu,leonardtomescu,leonardtomescu@gmail.com,4221123053619,1973-06-10,"Intrarea Eftimie Nr. 649, Anina, 614066",0242 472 566,0c:cb:1b:73:d9:5b,196.90.216.32,RO28WKGE2129072400191634,2025-07-02 13:11:30,29812,708,425,1851783,7d16508d-5e52-4e98-a9e8-a06fc24aaa5c
Mihai Stan,mihaistan,mihaistan@acasa.ro,3780104347292,1967-01-18,"Intrarea Stoica Nr. 70 Bl. 93  Sc. 31 Ap. 204, Lugoj, 248517",0260 857 656,0e:58:9d:08:c6:b7,58.21.173.64,RO29KTDO7593111079494437,2025-07-02 13:11:30,12549,714,699,736072,2bcc3a69-cf1a-425e-9639-9a7241993274
Floarea Dinu,floareadinu,floareadinu@141.ro,2450426247679,2020-02-28,"Bulevardul Dima, Rosu, 757874",0231 795 766,92:7f:2a:b9:da:bd,146.115.237.252,RO32WPKA9665901275257309,2025-07-02 13:11:30,2774,211,590,1455136,a503e624-b6c8-4857-9039-d8d14af2b6b1
Frusina Toma,frusinatoma,frusinatoma@email.ro,4701108246771,1949-05-26,"Drumul Niță Nr. 932, Vicovu de Sus, 672271",0720 042 618,5e:cf:1d:a5:a5:30,155.68.121.29,RO91BJDJ7643856819047718,2025-07-02 13:11:30,31199,977,214,1768687,84c37d85-1b28-45a2-9b5a-3a4fb5de227e
Benone Gheorghiu,benonegheorghiu,benonegheorghiu@post.ro,7871202363181,1967-01-10,"Aleea Codruț Mocanu, Deta, 429981",0267 016 187,c0:6a:b8:60:3f:3e,157.87.116.54,RO88IVEC2592725310413940,2025-07-02 13:11:30,15975,883,363,1703060,306b3b0b-698e-445c-af9c-0b613a3abefe
Viviana Stănescu,vivianastănescu,vivianastănescu@gmail.com,2761212033979,1941-08-26,"Strada Lavinia Pușcașu, Schela Cladovei, 571423",0731 069 192,ca:1c:a0:54:5f:c1,62.194.213.114,RO55NGQV1078696806095827,2025-07-02 13:11:30,8979,58,575,370176,38877f91-60db-4b83-becf-9b0f8f439b5a
Crenguța Stan,crenguțastan,crenguțastan@gmail.com,7580124269283,1952-11-16,"Aleea Albu Nr. 327, Blaj, 462457",0249 828 200,06:ff:c5:1f:cb:0c,3.69.1.135,RO08OXQE7246887235355607,2025-07-02 13:11:30,29232,504,630,26018,0fbb3b79-a96b-457a-a9ce-465ac26bda05
Iustina Nemeș,iustinanemeș,iustinanemeș@email.ro,8850330021086,1914-12-12,"Drumul Aristița Cristea, Barbulesti, 463320",0754 831 369,1c:1a:e1:6a:c1:e2,162.100.231.72,RO51UJMA1589126373635602,2025-07-02 13:11:30,9898,235,622,936119,0401cd17-40cb-4596-a2e5-610a7f1cefb5
Grațiana Marin,grațianamarin,grațianamarin@post.ro,4801103399381,2015-09-26,"Bulevardul Gheorghiu, Moldova Veche, 622770",0737 511 217,3c:64:33:60:8e:82,138.250.164.61,RO02OMAW6936418710458382,2025-07-02 13:11:30,10986,848,783,1979646,d5f2d826-eb98-44b1-9bc8-3505a773f941
Sandu Dobre,sandudobre,sandudobre@zzup.ro,8140818310992,2004-09-05,"Strada Dobre Nr. 602, Marasesti, 735184",0249 440 568,00:b0:cb:a0:52:f7,161.212.43.55,RO26AXWR4513409504122602,2025-07-02 13:11:30,12453,915,655,731050,01e743f0-ba0d-44c9-b368-d879982250b3
Mihail Toma,mihailtoma,mihailtoma@gmail.com,8880709102309,1965-11-13,"Strada Albu Nr. 369, Topoloveni, 464313",0744 998 671,4e:fb:bf:68:56:cd,26.236.192.213,RO27BTGG3037354612596284,2025-07-02 13:11:30,5988,266,49,881446,4f4aee5b-5001-4f24-b1d9-ba455b0df0f8
Veronica Stănescu,veronicastănescu,veronicastănescu@141.ro,5780314188223,1956-05-09,"Bulevardul Ștefan Barbu, Lipova, 830626",0761 991 428,bc:14:f9:2f:1c:18,27.233.85.194,RO28TJVD1288792156636520,2025-07-02 13:11:30,21453,170,794,1590568,acdfee12-b158-4e4b-b438-e511d1e3e450
Saveta Toma,savetatoma,savetatoma@email.ro,1940929513735,2014-10-23,"Bulevardul Dorli Popa Nr. 506 Bl. 47  Sc. 49 Ap. 218, Rasnov Romacril, 714606",0736 499 838,26:43:b8:4f:ad:81,45.89.12.31,RO97UQIN6648348178456762,2025-07-02 13:11:30,8315,178,225,857487,a9a48ce5-58cc-4b2e-b758-d0d02c2f613a
Fiodor Tomescu,fiodortomescu,fiodortomescu@email.ro,7471120419425,2019-02-26,"Aleea Mazilescu, Darabani, 124973",0734 172 007,9e:49:ca:20:4a:67,195.241.177.162,RO91ZSMO0988250026789976,2025-07-02 13:11:30,17738,93,260,398833,f9f8b252-7f3c-42dc-aa36-c7ad96426c45
Didina Barbu,didinabarbu,didinabarbu@email.ro,1061121468380,1976-08-02,"Strada Albu, Peris, 796420",0752 416 921,92:87:5f:97:fb:71,164.61.210.234,RO82GQFE4476652040088001,2025-07-02 13:11:30,19332,224,405,1035514,d11418b0-35af-4275-aac4-3a980dfdd894
Timea Popescu,timeapopescu,timeapopescu@gmail.com,4750310436238,1913-09-22,"Intrarea Gheorghiu, Iasi, 794947",0765 924 037,5a:01:78:bc:01:d2,115.181.77.14,RO55AKAM8930200565933935,2025-07-02 13:11:30,9865,841,754,1858461,7ac2fd3a-d5a2-4d03-a6a7-59c7ca760630
Ioanina Toma,ioaninatoma,ioaninatoma@141.ro,8370216357249,1946-05-13,"Soseaua Ortansa Dumitrescu Nr. 44 Bl. 92  Sc. 99 Ap. 224, Giurgiu, 235136",0740 729 549,4e:f4:10:f0:ca:8c,61.250.9.64,RO61SXJG7514171068645791,2025-07-02 13:11:30,6627,995,297,1812793,415f84ce-42ed-4009-a535-6dc3e381d20b
Andrei Tabacu,andreitabacu,andreitabacu@email.ro,3670211467247,1916-03-24,"Aleea Dima Nr. 57, Matca, 269506",0740 739 578,98:f7:55:bd:d7:51,78.160.8.106,RO39ZQKM5364484693950018,2025-07-02 13:11:30,23472,983,360,1188631,6dfce1b9-a92b-42f1-976f-047d13cd07ce
Fabiana Mazilescu,fabianamazilescu,fabianamazilescu@post.ro,3010903398404,1948-06-17,"Bulevardul Loredana Ioniță Nr. 94, Covasna, 142622",0239 475 408,b0:e8:c0:4e:72:63,57.118.65.174,RO32DHQJ4684352720026619,2025-07-02 13:11:30,16155,528,64,231350,bba7f88f-a662-4dec-bd9c-f931a971c04b
Brăduț Stoica,brăduțstoica,brăduțstoica@kappa.ro,3950813363456,1960-04-15,"Bulevardul Lucian Nistor Nr. 669, Targu Mures, 510190",0241 280 187,54:51:92:3e:6c:f9,9.175.241.76,RO26JRRX8363977040757416,2025-07-02 13:11:30,31476,565,206,1269056,3e113506-94b2-478f-a727-a994995300d5
Floare Tomescu,floaretomescu,floaretomescu@141.ro,2980412261824,1986-11-14,"Strada Ene Nr. 176, Buzau, 484228",0240 887 755,fc:69:d4:6f:c3:d7,100.38.215.57,RO44PMVD7692934694138255,2025-07-02 13:11:30,13262,219,589,1223102,d41c4db0-0f07-4b4b-8ad2-00324ecbd789
Luciana Mazilescu,lucianamazilescu,lucianamazilescu@post.ro,5610710274266,1967-01-11,"Drumul Gheorghiu Nr. 938 Bl. 12  Sc. 97 Ap. 713, Ineu, 328720",0771 502 077,de:d1:9c:d1:db:37,133.6.187.6,RO35NYIZ3001515741417212,2025-07-02 13:11:30,23813,782,53,1036942,9ed50015-c1fd-4bbc-8a74-c8e6d66e4698
Severin Popescu,severinpopescu,severinpopescu@post.ro,1360812066881,1949-05-29,"Intrarea Dumitrescu Nr. 522 Bl. 87  Sc. 95 Ap. 904, Gugesti, 157252",0261 376 285,a4:f0:ee:86:76:a9,114.240.158.231,RO02ODEO1712700665924339,2025-07-02 13:11:30,33649,233,713,1899265,4642fb4f-dfbe-4f12-a70a-b205fe601bd0
Sabina Ababei,sabinaababei,sabinaababei@141.ro,1170828345595,1980-07-07,"Drumul Nemeș, Magurele, 847623",0250 604 678,28:be:ef:3f:90:4b,54.36.183.76,RO43ZCNM8778956447159786,2025-07-02 13:11:30,15707,858,232,1553971,f3582c45-163a-468c-b6d2-2b090fa2c2f5
Paraschiva Cristea,paraschivacristea,paraschivacristea@kappa.ro,1080425089300,1948-11-24,"Drumul Pop, Ovidiu, 441957",0265 787 220,60:45:fc:b0:05:c5,112.23.7.31,RO34FJQM4311556073244340,2025-07-02 13:11:30,23189,730,419,1170272,93c20a15-0b26-4b22-bdb9-2ede43173610
Maricica Popescu,maricicapopescu,maricicapopescu@zzup.ro,1900911024311,1963-11-30,"Bulevardul Dochioiu Nr. 956 Bl. 91  Sc. 53 Ap. 844, Bocsa, 929356",0770 617 992,a4:8a:e0:71:f6:87,115.162.28.96,RO13RDID5063054335339964,2025-07-02 13:11:30,29812,743,743,162179,e0b97e39-c2bf-4517-b0f6-2d56c1b6d414
Iris Barbu,irisbarbu,irisbarbu@email.ro,3050521466490,1946-07-10,"Soseaua Barbu Nr. 339 Bl. 17  Sc. 68 Ap. 253, Arad, 737088",0738 091 348,2c:fa:83:b4:c6:cc,150.34.73.214,RO72TDVD5949996026617358,2025-07-02 13:11:30,35222,4,414,1685294,3b1e7f39-a596-4314-b9be-22a3693f766a
Roberta Pușcașu,robertapușcașu,robertapușcașu@acasa.ro,2450630295352,1972-07-11,"Aleea Tudor Nr. 144, Dragalina, 629170",0767 565 300,9e:b8:f0:9b:b6:b0,204.147.167.5,RO91GDYK0584163890051610,2025-07-02 13:11:30,35775,853,60,886350,c42ec652-bcd6-4588-8dc7-354b7438a571
Sofia Aanei,sofiaaanei,sofiaaanei@141.ro,3190431297998,1948-09-04,"Aleea Nemeș Nr. 69, Bolintin-Vale, 486459",0241 069 977,7e:2d:3f:cc:82:a6,17.154.198.210,RO98KGSM1837246863381525,2025-07-02 13:11:30,32136,205,450,197091,95db59e2-af0c-406f-abd8-4d000b6ee64b
Toma Stancu,tomastancu,tomastancu@gmail.com,5711008332602,1916-10-26,"Soseaua Eleonora Marin Nr. 79 Bl. 64  Sc. 92 Ap. 195, Motru, 481588",021 149 7142,66:33:cd:81:84:e4,130.63.52.189,RO86BALF2988794259578503,2025-07-02 13:11:30,10099,779,426,1480126,b441e4bf-ab16-4ecc-9e94-d5390c11df56
Mirabela Albu,mirabelaalbu,mirabelaalbu@gmail.com,2001210143023,2010-11-12,"Aleea Aanei Nr. 16 Bl. 39  Sc. 59 Ap. 702, Oravita, 551901",0244 719 583,aa:15:c6:f2:01:c8,123.173.185.1,RO92ULMP9380890038731125,2025-07-02 13:11:30,29931,481,569,190970,7f1e145a-2bf0-4f8d-aeba-2ff7e5e3825d
Nicolae Tudor,nicolaetudor,nicolaetudor@gmail.com,5470830375984,1998-10-10,"Aleea Suciu, Cumpana, 793349",0233 230 403,20:e9:f9:15:4f:3f,205.63.181.91,RO87WBWM9718087087888486,2025-07-02 13:11:30,21155,591,794,119980,e96cca89-3369-4be7-93cc-29afcdf65059
Sabin Nistor,sabinnistor,sabinnistor@zzup.ro,7070327425775,2015-06-08,"Drumul Ene, Arad, 605405",0771 049 481,c6:2b:1c:e9:af:6e,27.115.87.250,RO30FNFZ0530623659686843,2025-07-02 13:11:30,34555,845,386,2492,41087b84-0d29-4ddc-9873-38642d2d9922
Patricia Pop,patriciapop,patriciapop@acasa.ro,7240216193556,2023-06-14,"Intrarea Nistor Nr. 807 Bl. 62  Sc. 62 Ap. 603, Onesti, 631734",0749 950 094,a0:ba:8e:7d:64:8c,42.14.249.145,RO89OHFE6933057962602182,2025-07-02 13:11:30,4661,65,617,899270,51fa94e9-ae32-43d1-bfd3-2e77ba8d919f
Mara Gheorghiu,maragheorghiu,maragheorghiu@141.ro,6311012299765,2015-08-28,"Soseaua Tabacu, Dobroesti, 815617",0736 743 156,92:89:5d:13:69:5b,128.254.59.122,RO27IKRM6671552583627083,2025-07-02 13:11:30,28297,354,727,1143337,99e47819-e5db-4246-bfb3-71103eb0445b
Gențiana Manole,gențianamanole,gențianamanole@email.ro,7880622295521,2014-10-16,"Strada Rareș Diaconu Nr. 311, Pantelimon, 618914",0258 168 358,ba:a1:98:1b:ea:dd,102.221.135.53,RO04OLDT7924063012461194,2025-07-02 13:11:30,6907,167,95,1855121,75b3f576-6b4b-4aea-93cc-fca4f30baa6c
Roxelana Eftimie,roxelanaeftimie,roxelanaeftimie@gmail.com,2730206413331,1949-06-05,"Bulevardul Liviu Oprea, Jimbolia, 133738",0723 532 481,06:86:07:44:f2:f6,28.197.33.196,RO04JPMA4197216327678667,2025-07-02 13:11:30,19565,140,71,882853,ee1fc30a-c88b-4f27-bd81-7316757bd483
Gică Gheorghiu,gicăgheorghiu,gicăgheorghiu@141.ro,8681125292233,1962-02-06,"Drumul Mocanu, Urlati, 383415",0246 579 526,cc:84:68:ab:59:fe,160.68.141.210,RO44BCGJ6509032583925014,2025-07-02 13:11:30,16261,660,687,310881,d9815bd0-f49c-4323-aac3-c8920bb647c3
Zeno Voinea,zenovoinea,zenovoinea@kappa.ro,1100908370403,1926-01-20,"Drumul Lidia Toma Nr. 974 Bl. 62  Sc. 79 Ap. 827, Plosca, 869003",0770 347 433,0a:21:c4:e8:ae:19,148.83.80.186,RO49ARCA2834757451961235,2025-07-02 13:11:30,5565,354,472,1159630,026691d6-155e-4614-9575-d27a3388823c
Margareta Pop,margaretapop,margaretapop@zzup.ro,1180323157112,1993-08-16,"Aleea Simona Dobre Nr. 334, Videle, 567847",0253 851 622,ac:6f:b9:57:ec:d8,115.70.41.167,RO92CWLT8406907564458207,2025-07-02 13:11:30,16606,885,523,1885158,d04af935-2a65-4a95-b6fa-455a0610be30
Mihnea Ionescu,mihneaionescu,mihneaionescu@gmail.com,4900709156285,1942-12-24,"Soseaua Dariana Oprea Nr. 575, Calafat, 634538",0264 885 183,7c:24:a3:e8:93:90,215.147.24.39,RO37CTUU6563333699120083,2025-07-02 13:11:30,10104,348,228,936774,12949ad7-db23-45ae-993c-b9130f164c3a
Olimpiu Eftimie,olimpiueftimie,olimpiueftimie@gmail.com,2151208334821,1965-02-20,"Aleea Miron Nemeș, Topoloveni, 188054",0240 411 540,c8:42:5e:59:73:37,100.52.236.57,RO67ESXF9971890035627625,2025-07-02 13:11:30,21189,432,82,1241096,a325707d-48de-46dc-8b57-de65c1b73c6a
Lazăr Eftimie,lazăreftimie,lazăreftimie@141.ro,8250722373721,1918-12-12,"Bulevardul Barbu, Horodnic de Sus, 104674",0265 683 264,dc:0f:d8:cd:b2:6f,165.227.43.45,RO10GZEG5057335877423415,2025-07-02 13:11:30,10168,895,653,1542239,6d9d2ad2-ba08-4c87-979b-73d3a1728773
Nechifor Florea,nechiforflorea,nechiforflorea@141.ro,3270920360891,1978-08-30,"Aleea Voinea Nr. 79 Bl. 36  Sc. 42 Ap. 441, Campulung Moldovenesc, 800224",0249 283 747,42:a3:36:70:20:91,41.101.157.194,RO42CYGO7121267526832514,2025-07-02 13:11:30,14191,188,422,1759268,203aa693-6eba-423d-89e9-2446d6b98da2
Ducu Voinea,ducuvoinea,ducuvoinea@email.ro,5530229359080,1961-12-18,"Aleea Georgescu Nr. 719, Pancota, 212990",0727 517 922,00:b4:9e:9c:36:9e,12.1.249.143,RO95FLOB3030920558557045,2025-07-02 13:11:30,94,579,239,1510900,f3fd985a-6891-4aa6-9d6b-0f0148a80023
Dorin Popescu,dorinpopescu,dorinpopescu@zzup.ro,2320830251619,2005-11-15,"Soseaua Dima, Baraolt, 978845",0768 185 848,04:c0:d4:66:e1:70,54.132.77.118,RO60IXWO1797831594728035,2025-07-02 13:11:30,26234,1000,265,1103356,0f36a4a1-f3c5-46d2-8e8f-c941a951e20a
